id,regionname,countryname_x,prodline,lendinginstr,lendinginstrtype,projectstatusdisplay,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,url,sector1,year,countrycode,countryname_y,GDP,Population,Rural Population,Electricity Access,Agricultural Land
9390,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,IN,Closed,Inland Water Transport Project (02),1977-07-12 00:00:00+00:00,7,1983-08-15 00:00:00+00:00,5000000.0,0,5000000,5000000,http://projects.worldbank.org/P009390/inland-water-transport-project-02?lang=en,Ports/Waterways,1977,BGD,,,,,,
174,Africa,Republic of Burundi,PE,Financial Intermediary Loan,IN,Closed,Banque Nationale de Developpement Economique Project (01),1977-07-07 00:00:00+00:00,7,1983-12-31 00:00:00+00:00,3400000.0,0,3400000,3400000,http://projects.worldbank.org/P000174/banque-nationale-de-developpement-economique-project-01?lang=en,Financial sector development,1977,BDI,Burundi,547535555.555556,3821194.0,96.162,0.0099999997764825,83.4501557632399
1700,Africa,Republic of Mali,PE,Specific Investment Loan,IN,Closed,Education Project (02),1977-07-07 00:00:00+00:00,7,1983-06-30 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P001700/education-project-02?lang=en,Vocational training,1977,MLI,,,,,,
2718,Africa,United Republic of Tanzania,PE,Sector Investment and Maintenance Loan,IN,Closed,Sites and Services Project (02),1977-07-07 00:00:00+00:00,7,1984-06-30 00:00:00+00:00,12000000.0,0,12000000,12000000,http://projects.worldbank.org/P002718/sites-services-project-02?lang=en,Urban housing,1977,TZA,Tanzania,5109324009.32401,17017670.0,87.227,0.0099999997764825,32.7387672160759
10112,South Asia,Nepal,PE,Specific Investment Loan,IN,Closed,Highway Project (02),1977-07-07 00:00:00+00:00,7,1984-12-31 00:00:00+00:00,17000000.0,0,17000000,17000000,http://projects.worldbank.org/P010112/highway-project-02?lang=en,Highways,1977,NPL,Nepal,1382400000.0,13926260.0,94.698,0.0099999997764825,28.2517482517483
2656,Africa,Kingdom of Swaziland,PE,Specific Investment Loan,IN,Closed,Education Project (02),1977-07-05 00:00:00+00:00,7,1981-12-31 00:00:00+00:00,4000000.0,4000000,0,4000000,http://projects.worldbank.org/P002656/education-project-02?lang=en,Secondary Education,1977,,,,,,,
4081,East Asia and Pacific,Republic of Korea,PE,Specific Investment Loan,IN,Closed,Education Project (04),1977-07-05 00:00:00+00:00,7,1983-06-30 00:00:00+00:00,23000000.0,23000000,0,23000000,http://projects.worldbank.org/P004081/education-project-04?lang=en,Vocational training,1977,,,,,,,
5327,Middle East and North Africa,Lebanese Republic,PE,Structural Adjustment Loan,AD,Closed,Reconstruction Aid General Project,1977-07-05 00:00:00+00:00,7,1985-06-30 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P005327/reconstruction-aid-general-project?lang=en,Non-sector specific,1977,LBN,,,,,,
9177,Europe and Central Asia,Socialist Federal Republic of Yugoslavia,PE,Financial Intermediary Loan,IN,Closed,Agriculture Credit Project (02),1977-07-05 00:00:00+00:00,7,1983-08-31 00:00:00+00:00,75000000.0,75000000,0,75000000,http://projects.worldbank.org/P009177/agriculture-credit-project-02?lang=en,Agricultural credit,1977,,,,,,,
335,Africa,Republic of Cameroon,PE,Financial Intermediary Loan,IN,Closed,Rural Development Fund Project,1977-06-30 00:00:00+00:00,6,1983-12-31 00:00:00+00:00,7000000.0,0,7000000,7000000,http://projects.worldbank.org/P000335/rural-development-fund-project?lang=en,Agriculture adjustment,1977,CMR,Cameroon,3366368664.59706,7890969.0,70.531,0.0099999997764825,18.2860527596201
3764,East Asia and Pacific,Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,Closed,Population Project (02),1977-06-30 00:00:00+00:00,6,1984-04-30 00:00:00+00:00,24500000.0,24500000,0,24500000,http://projects.worldbank.org/P003764/population-project-02?lang=en,Targeted health,1977,IDN,,,,,,
2032,Africa,Federal Republic of Nigeria,PE,Specific Investment Loan,IN,Closed,Ayangba Agricultural Development Project,1977-06-28 00:00:00+00:00,6,1983-12-31 00:00:00+00:00,35000000.0,35000000,0,35000000,http://projects.worldbank.org/P002032/ayangba-agricultural-development-project?lang=en,Agriculture adjustment,1977,NGA,,,,,,
2033,Africa,Federal Republic of Nigeria,PE,Specific Investment Loan,IN,Closed,Lafia Agricultural Development Project,1977-06-28 00:00:00+00:00,6,1984-06-30 00:00:00+00:00,27000000.0,27000000,0,27000000,http://projects.worldbank.org/P002033/lafia-agricultural-development-project?lang=en,Agriculture adjustment,1977,NGA,,,,,,
2571,Africa,Republic of the Sudan,PE,Specific Investment Loan,IN,Closed,Railway Project (04),1977-06-28 00:00:00+00:00,6,1982-12-31 00:00:00+00:00,20000000.0,12000000,8000000,20000000,http://projects.worldbank.org/P002571/railway-project-04?lang=en,Railways,1977,SDN,Sudan,8704000000.0,13034625.0,80.656,0.0099999997764825,46.4638047138047
4689,East Asia and Pacific,Kingdom of Thailand,PE,Specific Investment Loan,IN,Closed,Chao Phya Irrigation Project (02),1977-06-28 00:00:00+00:00,6,1984-06-30 00:00:00+00:00,55000000.0,55000000,0,55000000,http://projects.worldbank.org/P004689/chao-phya-irrigation-project-02?lang=en,Irrigation and Drainage,1977,THA,,,,,,
7805,Latin America and Caribbean,Republic of Panama,PE,Specific Investment Loan,IN,Closed,Power Project (04),1977-06-28 00:00:00+00:00,6,1986-04-30 00:00:00+00:00,42000000.0,42000000,0,42000000,http://projects.worldbank.org/P007805/power-project-04?lang=en,Hydro,1977,PAN,Panama,2738261900.0,1837890.0,50.402,0.0099999997764825,24.8722087705139
9382,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,IN,Closed,Extension and Research Project,1977-06-28 00:00:00+00:00,6,1982-06-30 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P009382/extension-research-project?lang=en,Agricultural extension,1977,BGD,,,,,,
9713,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Assam Agricultural Credit Project,1977-06-28 00:00:00+00:00,6,1985-03-31 00:00:00+00:00,8000000.0,0,8000000,8000000,http://projects.worldbank.org/P009713/assam-agricultural-credit-project?lang=en,Agriculture adjustment,1977,IND,,,,,,
7153,Latin America and Caribbean,Republic of El Salvador,PE,Sector Investment and Maintenance Loan,IN,Closed,Urban Development Project (02),1977-06-23 00:00:00+00:00,6,1984-12-31 00:00:00+00:00,12700000.0,6700000,6000000,12700000,http://projects.worldbank.org/P007153/urban-development-project-02?lang=en,Urban housing,1977,SLV,El Salvador,2941640100.0,4329964.0,57.475,0.0099999997764825,63.1756756756757
7418,Latin America and Caribbean,Jamaica,PE,Specific Investment Loan,IN,Closed,Rural Development Project,1977-06-23 00:00:00+00:00,6,1983-12-31 00:00:00+00:00,15000000.0,15000000,0,15000000,http://projects.worldbank.org/P007418/rural-development-project?lang=en,Agriculture adjustment,1977,JAM,Jamaica,3249697393.02607,2080538.0,54.9,0.0099999997764825,46.814404432133
9380,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,IN,Closed,Muhuri Irrigation Project,1977-06-16 00:00:00+00:00,6,1986-06-30 00:00:00+00:00,21000000.0,0,21000000,21000000,http://projects.worldbank.org/P009380/muhuri-irrigation-project?lang=en,Irrigation and Drainage,1977,BGD,,,,,,
9381,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,IN,Closed,Shallow Tubewells Project,1977-06-16 00:00:00+00:00,6,1983-04-30 00:00:00+00:00,16000000.0,0,16000000,16000000,http://projects.worldbank.org/P009381/shallow-tubewells-project?lang=en,Irrigation and Drainage,1977,BGD,,,,,,
4073,East Asia and Pacific,Republic of Korea,PE,Financial Intermediary Loan,IN,Closed,Korea Development Finance Corporation Project (06),1977-06-14 00:00:00+00:00,6,1981-12-31 00:00:00+00:00,70000000.0,70000000,0,70000000,http://projects.worldbank.org/P004073/korea-development-finance-corporation-project-06?lang=en,Financial sector development,1977,,,,,,,
4451,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Power Project (07),1977-06-14 00:00:00+00:00,6,1985-12-31 00:00:00+00:00,58000000.0,58000000,0,58000000,http://projects.worldbank.org/P004451/power-project-07?lang=en,Distribution and transmission,1977,PHL,Philippines,19648106122.0079,43650333.0,63.725,0.0099999997764825,33.8397558439816
5004,Middle East and North Africa,Arab Republic of Egypt,PE,Technical Assistance Loan,IN,Closed,Bahariya Iron Ore Benefication Project,1977-06-14 00:00:00+00:00,6,1981-12-31 00:00:00+00:00,2500000.0,2500000,0,2500000,http://projects.worldbank.org/P005004/bahariya-iron-ore-benefication-project?lang=en,Mining and other extractive,1977,EGY,"Egypt, Arab Rep.",14636028766.883,41026477.0,56.19,0.0099999997764825,2.64704405042945
5005,Middle East and North Africa,Arab Republic of Egypt,PE,Structural Adjustment Loan,AD,Closed,Agricultural Industrial Imports Project (02),1977-06-14 00:00:00+00:00,6,1982-06-30 00:00:00+00:00,70000000.0,70000000,0,70000000,http://projects.worldbank.org/P005005/agricultural-industrial-imports-project-02?lang=en,Trade policy reform,1977,EGY,"Egypt, Arab Rep.",14636028766.883,41026477.0,56.19,0.0099999997764825,2.64704405042945
5553,Middle East and North Africa,Syrian Arab Republic,PE,Sector Investment and Maintenance Loan,IN,Closed,Aleppo Water Supply Project,1977-06-14 00:00:00+00:00,6,1983-12-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P005553/aleppo-water-supply-project?lang=en,Urban water supply,1977,SYR,Syrian Arab Republic,7696011359.94156,8060649.0,54.282,0.0099999997764825,76.3956904995103
7053,Latin America and Caribbean,Republic of Ecuador,PE,Financial Intermediary Loan,IN,Closed,Agriculture Credit Project,1977-06-14 00:00:00+00:00,6,1983-12-31 00:00:00+00:00,15500000.0,15500000,0,15500000,http://projects.worldbank.org/P007053/agriculture-credit-project?lang=en,Agricultural credit,1977,ECU,Ecuador,11026346589.5011,7374234.0,55.809,0.0099999997764825,21.0771564802774
8430,Europe and Central Asia,Hellenic Republic,PE,Sector Investment and Maintenance Loan,IN,Closed,Evros Development Project,1977-06-14 00:00:00+00:00,6,1984-12-31 00:00:00+00:00,35000000.0,35000000,0,35000000,http://projects.worldbank.org/P008430/evros-development-project?lang=en,Agriculture adjustment,1977,GRC,Greece,36176233117.4838,9308479.0,32.088,0.0099999997764825,70.6904577191621
5006,Middle East and North Africa,Arab Republic of Egypt,PE,Sector Investment and Maintenance Loan,IN,Closed,Rural Electrification Project,1977-06-09 00:00:00+00:00,6,1981-12-31 00:00:00+00:00,48000000.0,48000000,0,48000000,http://projects.worldbank.org/P005006/rural-electrification-project?lang=en,Distribution and transmission,1977,EGY,"Egypt, Arab Rep.",14636028766.883,41026477.0,56.19,0.0099999997764825,2.64704405042945
6280,Latin America and Caribbean,Federative Republic of Brazil,PE,Sector Investment and Maintenance Loan,IN,Closed,Vocational Training Project,1977-06-09 00:00:00+00:00,6,1985-06-30 00:00:00+00:00,32000000.0,32000000,0,32000000,http://projects.worldbank.org/P006280/vocational-training-project?lang=en,Vocational training,1977,BRA,,,,,,
1255,Africa,Republic of Kenya,PE,Specific Investment Loan,IN,Closed,Bura Irrigation Project,1977-06-07 00:00:00+00:00,6,1986-06-30 00:00:00+00:00,40000000.0,34000000,6000000,40000000,http://projects.worldbank.org/P001255/bura-irrigation-project?lang=en,Irrigation and Drainage,1977,KEN,Kenya,4494378855.33109,14528293.0,85.888,0.0099999997764825,44.9450047439997
6746,Latin America and Caribbean,Republic of Colombia,PE,Sector Investment and Maintenance Loan,IN,Closed,Telecommunications Project (04),1977-06-07 00:00:00+00:00,6,1985-12-31 00:00:00+00:00,60000000.0,60000000,0,60000000,http://projects.worldbank.org/P006746/telecommunications-project-04?lang=en,Telecommunications and informatics,1977,COL,,,,,,
6747,Latin America and Caribbean,Republic of Colombia,PE,Financial Intermediary Loan,IN,Closed,Small Scale Industries Project (02),1977-06-07 00:00:00+00:00,6,1981-09-30 00:00:00+00:00,15000000.0,15000000,0,15000000,http://projects.worldbank.org/P006747/small-scale-industries-project-02?lang=en,Small scale enterprise,1977,COL,,,,,,
8701,Europe and Central Asia,Romania,PE,Specific Investment Loan,IN,Closed,Bucharest Glass Fiber Project,1977-06-07 00:00:00+00:00,6,1980-12-31 00:00:00+00:00,18300000.0,18300000,0,18300000,http://projects.worldbank.org/P008701/bucharest-glass-fiber-project?lang=en,Other industry,1977,ROU,Romania,777435020.475847,21756096.0,56.058,0.0099999997764825,64.9474689589303
8703,Europe and Central Asia,Romania,PE,Specific Investment Loan,IN,Closed,Cimpulung Muscel Polyester Project,1977-06-07 00:00:00+00:00,6,1982-03-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P008703/cimpulung-muscel-polyester-project?lang=en,Other industry,1977,ROU,Romania,777435020.475847,21756096.0,56.058,0.0099999997764825,64.9474689589303
4247,East Asia and Pacific,Malaysia,PE,Specific Investment Loan,IN,Closed,National Small Scale Irrigation Project,1977-06-02 00:00:00+00:00,6,1985-03-31 00:00:00+00:00,39000000.0,39000000,0,39000000,http://projects.worldbank.org/P004247/national-small-scale-irrigation-project?lang=en,Irrigation and Drainage,1977,MYS,Malaysia,13139397879.1695,12790546.0,60.609,0.0099999997764825,13.9118551209862
4249,East Asia and Pacific,Malaysia,PE,Sector Investment and Maintenance Loan,IN,Closed,Power Project (08),1977-06-02 00:00:00+00:00,6,1984-06-30 00:00:00+00:00,22000000.0,22000000,0,22000000,http://projects.worldbank.org/P004249/power-project-08?lang=en,Thermal,1977,MYS,Malaysia,13139397879.1695,12790546.0,60.609,0.0099999997764825,13.9118551209862
5626,Middle East and North Africa,Republic of Tunisia,PE,Specific Investment Loan,IN,Closed,Water Supply Project (04),1977-06-02 00:00:00+00:00,6,1984-12-31 00:00:00+00:00,21000000.0,21000000,0,21000000,http://projects.worldbank.org/P005626/water-supply-project-04?lang=en,Urban water supply,1977,TUN,Tunisia,5109324009.32401,5915006.0,51.221,0.0099999997764825,60.9745108135942
9312,South Asia,Islamic  Republic of Afghanistan,PE,Financial Intermediary Loan,IN,Closed,Agriculture Credit Project (03),1977-06-02 00:00:00+00:00,6,1982-03-31 00:00:00+00:00,12000000.0,0,12000000,12000000,http://projects.worldbank.org/P009312/agriculture-credit-project-03?lang=en,Agriculture adjustment,1977,,,,,,,
9715,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Irrigation Project   Periyar Vaigai,1977-06-02 00:00:00+00:00,6,1984-12-31 00:00:00+00:00,23000000.0,0,23000000,23000000,http://projects.worldbank.org/P009715/irrigation-project-periyar-vaigai?lang=en,Irrigation and Drainage,1977,IND,,,,,,
1256,Africa,Republic of Kenya,PE,Financial Intermediary Loan,IN,Closed,Industrial Development Bank Project (03),1977-05-31 00:00:00+00:00,5,1982-12-31 00:00:00+00:00,20000000.0,20000000,0,20000000,http://projects.worldbank.org/P001256/industrial-development-bank-project-03?lang=en,Financial sector development,1977,KEN,Kenya,4494378855.33109,14528293.0,85.888,0.0099999997764825,44.9450047439997
2570,Africa,Republic of the Sudan,PE,Specific Investment Loan,IN,Closed,Savannah Development Project,1977-05-31 00:00:00+00:00,5,1984-06-30 00:00:00+00:00,17000000.0,0,17000000,17000000,http://projects.worldbank.org/P002570/savannah-development-project?lang=en,Agriculture adjustment,1977,SDN,Sudan,8704000000.0,13034625.0,80.656,0.0099999997764825,46.4638047138047
3761,East Asia and Pacific,Republic of Indonesia,PE,Financial Intermediary Loan,IN,Closed,BAPINDO Project (03),1977-05-31 00:00:00+00:00,5,1981-09-30 00:00:00+00:00,40000000.0,40000000,0,40000000,http://projects.worldbank.org/P003761/bapindo-project-03?lang=en,Financial sector development,1977,IDN,,,,,,
5002,Middle East and North Africa,Arab Republic of Egypt,PE,Specific Investment Loan,IN,Closed,Nile Delta Drainage Project (02),1977-05-31 00:00:00+00:00,5,1985-12-31 00:00:00+00:00,66000000.0,39000000,27000000,66000000,http://projects.worldbank.org/P005002/nile-delta-drainage-project-02?lang=en,Irrigation and Drainage,1977,EGY,"Egypt, Arab Rep.",14636028766.883,41026477.0,56.19,0.0099999997764825,2.64704405042945
5528,Middle East and North Africa,Sultanate of Oman,PE,Sector Investment and Maintenance Loan,IN,Closed,Highway Maintenance Project,1977-05-31 00:00:00+00:00,5,1984-06-30 00:00:00+00:00,15000000.0,15000000,0,15000000,http://projects.worldbank.org/P005528/highway-maintenance-project?lang=en,Highways,1977,OMN,Oman,2741169947.88651,977808.0,58.112,0.0099999997764825,3.38933764135703
5529,Middle East and North Africa,Sultanate of Oman,PE,Technical Assistance Loan,IN,Closed,Water and Power Study Engineering,1977-05-31 00:00:00+00:00,5,1980-06-30 00:00:00+00:00,1500000.0,1500000,0,1500000,http://projects.worldbank.org/P005529/water-power-study-engineering?lang=en,Thermal,1977,OMN,Oman,2741169947.88651,977808.0,58.112,0.0099999997764825,3.38933764135703
69,Africa,Republic of Benin,PE,Specific Investment Loan,IN,Closed,Feeder Road Project,1977-05-26 00:00:00+00:00,5,1981-12-31 00:00:00+00:00,5500000.0,0,5500000,5500000,http://projects.worldbank.org/P000069/feeder-road-project?lang=en,Highways,1977,BEN,Benin,750049739.152238,3433439.0,75.707,0.0099999997764825,17.355445193331
70,Africa,Republic of Benin,PE,Technical Assistance Loan,IN,Closed,Technical Assistance Project,1977-05-26 00:00:00+00:00,5,1985-06-30 00:00:00+00:00,1700000.0,0,1700000,1700000,http://projects.worldbank.org/P000070/technical-assistance-project?lang=en,Hydro,1977,BEN,Benin,750049739.152238,3433439.0,75.707,0.0099999997764825,17.355445193331
3758,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Irrigation Project (08),1977-05-26 00:00:00+00:00,5,1985-03-31 00:00:00+00:00,63000000.0,63000000,0,63000000,http://projects.worldbank.org/P003758/irrigation-project-08?lang=en,Irrigation and Drainage,1977,IDN,,,,,,
3759,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Irrigation Project (09),1977-05-26 00:00:00+00:00,5,1984-12-31 00:00:00+00:00,35000000.0,35000000,0,35000000,http://projects.worldbank.org/P003759/irrigation-project-09?lang=en,Irrigation and Drainage,1977,IDN,,,,,,
3762,East Asia and Pacific,Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,Closed,Education Project (05),1977-05-26 00:00:00+00:00,5,1984-06-30 00:00:00+00:00,19000000.0,19000000,0,19000000,http://projects.worldbank.org/P003762/education-project-05?lang=en,Other education,1977,IDN,,,,,,
8702,Europe and Central Asia,Romania,PE,Sector Investment and Maintenance Loan,IN,Closed,Brasov Bearings Project,1977-05-26 00:00:00+00:00,5,1983-04-30 00:00:00+00:00,38000000.0,38000000,0,38000000,http://projects.worldbank.org/P008702/brasov-bearings-project?lang=en,Other industry,1977,ROU,Romania,777435020.475847,21756096.0,56.058,0.0099999997764825,64.9474689589303
5623,Middle East and North Africa,Republic of Tunisia,PE,Specific Investment Loan,IN,Closed,Sidi Salem Multipurpose Project,1977-05-24 00:00:00+00:00,5,1984-12-31 00:00:00+00:00,42000000.0,42000000,0,42000000,http://projects.worldbank.org/P005623/sidi-salem-multipurpose-project?lang=en,Irrigation and Drainage,1977,TUN,Tunisia,5109324009.32401,5915006.0,51.221,0.0099999997764825,60.9745108135942
8625,Europe and Central Asia,Portuguese Republic,PE,Financial Intermediary Loan,IN,Closed,Banco de Fomento Nacional Project (01),1977-05-24 00:00:00+00:00,5,1981-12-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P008625/banco-de-fomento-nacional-project-01?lang=en,Financial sector development,1977,PRT,Portugal,21441635411.2101,9455675.0,58.422,0.0099999997764825,43.344262295082
8915,Europe and Central Asia,Republic of Turkey,PE,Financial Intermediary Loan,IN,Closed,Turkiye Sinai Kalkima Bank Project (12),1977-05-24 00:00:00+00:00,5,1981-12-31 00:00:00+00:00,74000000.0,74000000,0,74000000,http://projects.worldbank.org/P008915/turkiye-sinai-kalkima-bank-project-12?lang=en,Financial sector development,1977,TUR,,,,,,
5379,Middle East and North Africa,Kingdom of Morocco,PE,Financial Intermediary Loan,IN,Closed,Banque Nationale de Developpement Economique Project (08),1977-05-19 00:00:00+00:00,5,1982-09-30 00:00:00+00:00,45000000.0,45000000,0,45000000,http://projects.worldbank.org/P005379/banque-nationale-de-developpement-economique-project-08?lang=en,Financial sector development,1977,MAR,Morocco,11049896742.3889,18636977.0,60.901,0.0099999997764825,61.6177459108223
5766,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,IN,Closed,Port Development Project,1977-05-19 00:00:00+00:00,5,1983-03-31 00:00:00+00:00,6000000.0,0,6000000,6000000,http://projects.worldbank.org/P005766/port-development-project?lang=en,Ports/Waterways,1977,YEM,,,,,,
7055,Latin America and Caribbean,Republic of Ecuador,PE,Specific Investment Loan,IN,Closed,Highway Project (05),1977-05-19 00:00:00+00:00,5,1985-12-31 00:00:00+00:00,17500000.0,17500000,0,17500000,http://projects.worldbank.org/P007055/highway-project-05?lang=en,Highways,1977,ECU,Ecuador,11026346589.5011,7374234.0,55.809,0.0099999997764825,21.0771564802774
1698,Africa,Republic of Mali,PE,Specific Investment Loan,IN,Closed,Railway Project (03),1977-05-17 00:00:00+00:00,5,1984-03-31 00:00:00+00:00,10500000.0,0,10500000,10500000,http://projects.worldbank.org/P001698/railway-project-03?lang=en,Railways,1977,MLI,,,,,,
4447,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Rural Development Project (02)   Land Settlement Project (01),1977-05-17 00:00:00+00:00,5,1985-12-31 00:00:00+00:00,15000000.0,15000000,0,15000000,http://projects.worldbank.org/P004447/rural-development-project-02-land-settlement-project-01?lang=en,Agriculture adjustment,1977,PHL,Philippines,19648106122.0079,43650333.0,63.725,0.0099999997764825,33.8397558439816
7188,Latin America and Caribbean,Republic of Guatemala,PE,Specific Investment Loan,IN,Closed,Aguacapa Power Project,1977-05-17 00:00:00+00:00,5,1981-06-30 00:00:00+00:00,55000000.0,55000000,0,55000000,http://projects.worldbank.org/P007188/aguacapa-power-project?lang=en,Hydro,1977,GTM,Guatemala,5480500200.0,6765516.0,63.01,0.0099999997764825,27.9301978350131
32983,Europe and Central Asia,Kingdom of Spain,PE,Technical Assistance Loan,IN,Closed,Industrial Research Development and Engineering Project,1977-05-17 00:00:00+00:00,5,1983-12-31 00:00:00+00:00,18000000.0,18000000,0,18000000,http://projects.worldbank.org/P032983/industrial-research-development-engineering-project?lang=en,Other industry,1977,ESP,,,,,,
1603,Africa,Republic of Malawi,PE,Specific Investment Loan,IN,Closed,Blantyre Water Supply Project (01),1977-05-12 00:00:00+00:00,5,1984-09-30 00:00:00+00:00,7000000.0,0,7000000,7000000,http://projects.worldbank.org/P001603/blantyre-water-supply-project-01?lang=en,Urban water supply,1977,MWI,Malawi,806290840.624654,5627533.0,91.606,0.0099999997764825,41.525243954179
3026,Africa,Democratic Republic of the Congo,PE,Financial Intermediary Loan,IN,Closed,Societe Financiere de Developpement (SOFIDE) Project (04),1977-05-12 00:00:00+00:00,5,1982-12-31 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P003026/societe-financiere-de-developpement-sofide-project-04?lang=en,Financial sector development,1977,,,,,,,
3169,Africa,Republic of Zambia,PE,Specific Investment Loan,IN,Closed,Industrial Forestry Project (02),1977-05-12 00:00:00+00:00,5,1983-12-31 00:00:00+00:00,16800000.0,16800000,0,16800000,http://projects.worldbank.org/P003169/industrial-forestry-project-02?lang=en,Forestry,1977,ZMB,Zambia,2483000000.0,5317631.0,63.145,0.0099999997764825,27.2723604030186
6127,Latin America and Caribbean,Plurinational State of Bolivia,PE,Specific Investment Loan,IN,Closed,Aviation Development Project,1977-05-12 00:00:00+00:00,5,1985-06-30 00:00:00+00:00,25000000.0,25000000,0,25000000,http://projects.worldbank.org/P006127/aviation-development-project?lang=en,Other transportation,1977,BOL,Bolivia,3227436281.85907,5233677.0,57.554,0.0099999997764825,30.4190898181482
6128,Latin America and Caribbean,Plurinational State of Bolivia,PE,Specific Investment Loan,IN,Closed,Railway Project (03),1977-05-12 00:00:00+00:00,5,1984-12-31 00:00:00+00:00,35000000.0,35000000,0,35000000,http://projects.worldbank.org/P006128/railway-project-03?lang=en,Railways,1977,BOL,Bolivia,3227436281.85907,5233677.0,57.554,0.0099999997764825,30.4190898181482
9718,South Asia,Republic of India,PE,Sector Investment and Maintenance Loan,IN,Closed,Madhya Pradesh Agricultural Credit Project,1977-05-12 00:00:00+00:00,5,1983-09-30 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P009718/madhya-pradesh-agricultural-credit-project?lang=en,Agricultural extension,1977,IND,,,,,,
690,Africa,Federal Democratic Republic of Ethiopia,PE,Specific Investment Loan,IN,Closed,Amibara Irrigation (REVISED) Project,1977-05-10 00:00:00+00:00,5,1987-03-31 00:00:00+00:00,25000000.0,0,25000000,25000000,http://projects.worldbank.org/P000690/amibara-irrigation-revised-project?lang=en,Irrigation and Drainage,1977,ETH,Ethiopia,132089531434.83,33622390.0,90.17,0.0099999997764825,53.8692098092643
691,Africa,Federal Democratic Republic of Ethiopia,PE,Sector Investment and Maintenance Loan,IN,Closed,Highway Project (07),1977-05-10 00:00:00+00:00,5,1984-12-31 00:00:00+00:00,32000000.0,0,32000000,32000000,http://projects.worldbank.org/P000691/highway-project-07?lang=en,Highways,1977,ETH,Ethiopia,132089531434.83,33622390.0,90.17,0.0099999997764825,53.8692098092643
7544,Latin America and Caribbean,United Mexican States,PE,Sector Investment and Maintenance Loan,IN,Closed,Baja California Tourism Project,1977-05-10 00:00:00+00:00,5,1982-06-30 00:00:00+00:00,42000000.0,42000000,0,42000000,http://projects.worldbank.org/P007544/baja-california-tourism-project?lang=en,Other urban development,1977,MEX,,,,,,
7863,Latin America and Caribbean,Republic of Paraguay,PE,Specific Investment Loan,IN,Closed,Rural Development Project (02),1977-05-10 00:00:00+00:00,5,1984-12-31 00:00:00+00:00,22000000.0,22000000,0,22000000,http://projects.worldbank.org/P007863/rural-development-project-02?lang=en,Agriculture adjustment,1977,PRY,Paraguay,1912353339.68254,2935375.0,59.944,0.0099999997764825,30.9489051094891
7864,Latin America and Caribbean,Republic of Paraguay,PE,Financial Intermediary Loan,IN,Closed,Industrial Credit Project,1977-05-10 00:00:00+00:00,5,1983-09-30 00:00:00+00:00,10000000.0,10000000,0,10000000,http://projects.worldbank.org/P007864/industrial-credit-project?lang=en,Financial sector development,1977,PRY,Paraguay,1912353339.68254,2935375.0,59.944,0.0099999997764825,30.9489051094891
10111,South Asia,Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,Closed,Water Supply Project,1977-05-10 00:00:00+00:00,5,1983-06-30 00:00:00+00:00,9200000.0,0,9200000,9200000,http://projects.worldbank.org/P010111/water-supply-project?lang=en,Urban water supply,1977,,,,,,,
253,Africa,Burkina Faso,PE,Specific Investment Loan,IN,Closed,West Volta Agricultural Development Project,1977-05-03 00:00:00+00:00,5,1983-06-30 00:00:00+00:00,3600000.0,0,3600000,3600000,http://projects.worldbank.org/P000253/west-volta-agricultural-development-project?lang=en,Agriculture adjustment,1977,BFA,Burkina Faso,1131225278.77773,6398935.0,92.849,0.0099999997764825,31.5606725146199
1427,Africa,Republic of Liberia,PE,Specific Investment Loan,IN,Closed,Education Project (03),1977-05-03 00:00:00+00:00,5,1983-12-31 00:00:00+00:00,6300000.0,6300000,0,6300000,http://projects.worldbank.org/P001427/education-project-03?lang=en,Vocational training,1977,LBR,Liberia,673010600.0,1720489.0,67.748,0.0099999997764825,26.7441860465116
